POINT_1_STREET;POINT_2_STREET;POINT_1_NAME;POINT_2_NAME;DURATION_IN_SEC;POINT_1_CITY;POINT_2_CITY;POINT_1_LAT;POINT_1_LNG;POINT_2_LAT;NDT_IN_KMH;POINT_2_POSTAL_CODE;POINT_2_COUNTRY;POINT_1_STREET_NUMBER;ORGANISATION;POINT_1_POSTAL_CODE;POINT_2_STREET_NUMBER;;extID;ROAD_TYPE;REPORT_ID;POINT_1_COUNTRY;DISTANCE_IN_METERS;REPORT_NAME;RBA_ID;_id
Viborgvej;Vestre Ringgade;3157;3193;69;Aarhus;Aarhus;56.16236929;10.1783356;56.16389697;38;8210;Denmark;47;COWI;8210;53;;340;MAJOR_ROAD;187933;Denmark;731;AAR_BT_0247 3157 3193;189734;1747
Søren Frichs Vej;Vestre Ringgade;3985;3195;96;Århus C;Aarhus;56.1519497;10.17614185;56.15499691;25;8000;Denmark;39;COWI;8000;39;;352;MAJOR_ROAD;188251;Denmark;676;AAR_BT_0259 3985 3195;189758;1759
Skanderborgvej;Marselis Boulevard;4373;3990;43;Aarhus;Aarhus;56.13832298;10.17933634;56.13947789;42;8000;Denmark;107;COWI;8260;135;;364;MAJOR_ROAD;190232;Denmark;500;AAR_BT_0271 4373 3990;192354;1771
Skanderborgvej;Skanderborgvej;4373;3150;60;Aarhus;Aarhus;56.13832298;10.17933634;56.14251885;40;8000;Denmark;107;COWI;8260;7;;275;MAJOR_ROAD;184703;Denmark;661;AAR_BT_0182 4373 3150;186203;1682
Vejlby Ringvej;Grenåvej;2661;4582;55;Risskov;Risskov;56.1869623;10.21245937;56.18655112;43;8240;Denmark;0;COWI;8240;125;;284;MAJOR_ROAD;184945;Denmark;656;AAR_BT_0191 2661 4582;186221;1691
Viborgvej;Åby Ringvej;3159;2655;57;Aarhus;Aarhus;56.17262996;10.15343615;56.16798815;45;8210;Denmark;209;COWI;8210;209;;302;MAJOR_ROAD;185422;Denmark;705;AAR_BT_0209 3159 2655;186257;1709
Åby Ringvej;Viborgvej;2655;3158;66;Aarhus;Aarhus;56.16786719;10.15157946;56.16914803;45;8210;Denmark;0;COWI;8210;165-167;;303;MAJOR_ROAD;186953;Denmark;816;AAR_BT_0210 2655 3158;189660;1710
Viborgvej;Åby Ringvej;3158;2655;76;Aarhus;Aarhus;56.16914803;10.16106271;56.16798815;40;8210;Denmark;165-167;COWI;8210;165-167;;304;MAJOR_ROAD;186979;Denmark;844;AAR_BT_0211 3158 2655;189662;1711
Marselis Boulevard;Viby Ringvej;3988;2652;109;Aarhus;Aarhus;56.13962771;10.1772356;56.14051552;62;8230;Denmark;174;COWI;8000;104;;318;MAJOR_ROAD;187350;Denmark;1873;AAR_BT_0225 3988 2652;189690;1725
Marselis Boulevard;Viby Ringvej;3988;2651;126;Aarhus;Aarhus;56.13962771;10.1772356;56.13199024;54;8260;Denmark;174;COWI;8000;174;;320;MAJOR_ROAD;187403;Denmark;1904;AAR_BT_0227 3988 2651;189694;1727
Viby Ringvej;Skanderborgvej;2651;3987;102;Aarhus;Aarhus;56.13199024;10.157455;56.13096577;30;8260;Denmark;0;COWI;8260;169;;323;MAJOR_ROAD;187483;Denmark;858;AAR_BT_0230 2651 3987;189700;1730
Søndre Ringgade;Søndre Ringgade;3197;3196;37;Aarhus;Aarhus;56.14572219;10.18694469;56.1498479;49;8000;Denmark;52;COWI;8000;52;;246;MAJOR_ROAD;181168;Denmark;503;AAR_BT_0153 3197 3196;182240;1653
Randersvej;Randersvej;3154;3155;54;Aarhus;Aarhus;56.1803125;10.19893293;56.18465956;34;8200;Denmark;164;COWI;8200;164;;248;MAJOR_ROAD;181223;Denmark;515;AAR_BT_0155 3154 3155;182244;1655
Søren Frichs Vej;Søren Frichs Vej;3985;3984;113;Århus C;Aarhus;56.1519497;10.17614185;56.14774074;39;8230;Denmark;39;COWI;8000;80;;278;MAJOR_ROAD;184784;Denmark;1222;AAR_BT_0185 3985 3984;186209;1685
Paludan-Müllers Vej;Paludan-Müllers Vej;3983;3982;51;Aarhus;Aarhus;56.17389164;10.18218396;56.17027857;35;8210;Denmark;48;COWI;8200;95;;279;MAJOR_ROAD;184813;Denmark;491;AAR_BT_0186 3983 3982;186211;1686
Paludan-Müllers Vej;Paludan-Müllers Vej;3982;3983;57;Aarhus;Aarhus;56.17027857;10.1866526;56.17389164;31;8200;Denmark;95;COWI;8210;48;;280;MAJOR_ROAD;184839;Denmark;490;AAR_BT_0187 3982 3983;186213;1687
Grenåvej;Vejlby Ringvej;4581;2661;77;Risskov;Risskov;56.19371107;10.21887825;56.18707126;44;8240;Denmark;0;COWI;8240;0;;281;MAJOR_ROAD;184866;Denmark;942;AAR_BT_0188 4581 2661;186215;1688
Randersvej;Vejlby Ringvej;3155;2660;62;Århus N;Aarhus;56.18461478;10.19580434;56.18324423;29;8200;Denmark;141;COWI;8200;20;;286;MAJOR_ROAD;184998;Denmark;498;AAR_BT_0193 3155 2660;186225;1693
Hasle Ringvej;Paludan-Müllers Vej;2657;3983;69;Aarhus;Aarhus;56.17491718;10.17161187;56.17389164;44;8200;Denmark;0;COWI;8210;48;;295;MAJOR_ROAD;185237;Denmark;851;AAR_BT_0202 2657 3983;186243;1702
Vestre Ringgade;Vestre Ringgade;3194;3195;38;Aarhus;Aarhus;56.158983;10.18265986;56.15498347;42;8000;Denmark;45;COWI;8000;41;;241;MAJOR_ROAD;181034;Denmark;447;AAR_BT_0148 3194 3195;182230;1648
Vestre Ringgade;Søndre Ringgade;3195;3196;43;Aarhus;Aarhus;56.15498347;10.18261631;56.14980757;49;8000;Denmark;41;COWI;8000;41;;243;MAJOR_ROAD;181088;Denmark;580;AAR_BT_0150 3195 3196;182234;1650
Søndre Ringgade;Vestre Ringgade;3196;3195;51;Aarhus;Aarhus;56.1498479;10.18367947;56.15499691;41;8000;Denmark;0;COWI;8000;0;;244;MAJOR_ROAD;181114;Denmark;577;AAR_BT_0151 3196 3195;182236;1651
Randersvej;Nørrebrogade;3977;3152;88;Aarhus Municipality;Aarhus;56.17603875;10.20161666;56.1681376;38;8000;Denmark;51;COWI;8200;45;;251;MAJOR_ROAD;181305;Denmark;938;AAR_BT_0158 3977 3152;182250;1658
Silkeborgvej;Silkeborgvej;3200;3201;35;Aarhus;Aarhus;56.15326735;10.1390255;56.15275729;49;8220;Denmark;521;COWI;8220;562;;266;MAJOR_ROAD;183009;Denmark;481;AAR_BT_0173 3200 3201;183601;1673
Skanderborgvej;Skanderborgvej;3987;3986;78;Aarhus;Aarhus;56.13105396;10.16616305;56.12582958;36;8260;Denmark;168;COWI;8260;222;;272;MAJOR_ROAD;184621;Denmark;789;AAR_BT_0179 3987 3986;186197;1679
Skanderborgvej;Skanderborgvej;3987;4373;93;Aarhus;Aarhus;56.13096577;10.16631862;56.13832298;45;8260;Denmark;169;COWI;8260;107;;273;MAJOR_ROAD;184649;Denmark;1151;AAR_BT_0180 3987 4373;186199;1680
Skanderborgvej;Skanderborgvej;4373;3987;89;Aarhus;Aarhus;56.13844852;10.1791506;56.13105396;47;8260;Denmark;106;COWI;8260;168;;274;MAJOR_ROAD;184675;Denmark;1152;AAR_BT_0181 4373 3987;186201;1681
Marselis Boulevard;Marselis Boulevard;3989;4367;36;Aarhus;Aarhus;56.14063267;10.19891856;56.14171142;36;8000;Denmark;15;COWI;8000;0;;207;MAJOR_ROAD;179038;Denmark;361;AAR_BT_0114 3989 4367;180145;1614
Marselis Boulevard;Marselis Boulevard;4367;3989;31;Aarhus;Aarhus;56.1418235;10.20437031;56.14079407;42;8000;Denmark;0;COWI;8000;50;;208;MAJOR_ROAD;179064;Denmark;361;AAR_BT_0115 4367 3989;180147;1615
Viby Ringvej;Viby Ringvej;2652;2651;62;Aarhus;Aarhus;56.14049609;10.15413296;56.13199024;56;8260;Denmark;104;COWI;8230;104;;229;MAJOR_ROAD;180709;Denmark;968;AAR_BT_0136 2652 2651;182206;1636
Viby Ringvej;Viby Ringvej;2651;2652;61;Aarhus;Aarhus;56.13203209;10.15765884;56.14051552;57;8230;Denmark;0;COWI;8260;104;;230;MAJOR_ROAD;180735;Denmark;966;AAR_BT_0137 2651 2652;182208;1637
Nordre Ringgade;Nordre Ringgade;3182;3183;36;Aarhus;Aarhus;56.17405423;10.21348447;56.17243586;32;8200;Denmark;98;COWI;8200;64B;;231;MAJOR_ROAD;180764;Denmark;321;AAR_BT_0138 3182 3183;182210;1638
Nordre Ringgade;Nordre Ringgade;3183;3182;34;Aarhus;Aarhus;56.17235121;10.20927577;56.17405423;34;8200;Denmark;64B;COWI;8200;98;;232;MAJOR_ROAD;180790;Denmark;324;AAR_BT_0139 3183 3182;182212;1639
Nordre Ringgade;Nordre Ringgade;3183;3191;83;Aarhus;Aarhus;56.17243586;10.20921913;56.17122708;22;8000;Denmark;64B;COWI;8200;3;;233;MAJOR_ROAD;180818;Denmark;508;AAR_BT_0140 3183 3191;182214;1640
Nordre Ringgade;Nordre Ringgade;3191;3183;66;Aarhus;Aarhus;56.17112255;10.20144743;56.17235121;28;8200;Denmark;64B;COWI;8000;64B;;234;MAJOR_ROAD;180844;Denmark;505;AAR_BT_0141 3191 3183;182216;1641
Søftenvej;15;4349;4326;47;Aarhus;Aarhus;56.20864631;10.16115725;56.21399075;93;8200;Denmark;0;COWI;8200;0;;174;MAJOR_ROAD;158744;Denmark;1220;AAR_BT_0015 4349 4326;160867;1581
Marselis Boulevard;Marselis Boulevard;3990;3988;41;Aarhus;Aarhus;56.13959744;10.18663264;56.13962771;51;8000;Denmark;135;COWI;8000;174;;209;MAJOR_ROAD;179093;Denmark;583;AAR_BT_0116 3990 3988;180149;1616
Haveforening Af 1918;Marselis Boulevard;3988;3990;46;Aarhus;Aarhus;56.13953207;10.17720341;56.13947789;46;8000;Denmark;4;COWI;8000;135;;210;MAJOR_ROAD;179119;Denmark;585;AAR_BT_0117 3988 3990;180151;1617
Vejlby Ringvej;Vejlby Ringvej;2660;2661;54;Aarhus;Risskov;56.18324423;10.20079064;56.1869623;56;8240;Denmark;20;COWI;8200;20;;212;MAJOR_ROAD;179174;Denmark;833;AAR_BT_0119 2660 2661;180155;1619
Hasle Ringvej;Vejlby Ringvej;2659;2660;50;Aarhus;Aarhus;56.18135326;10.19290601;56.18324423;38;8200;Denmark;138;COWI;8200;20;;214;MAJOR_ROAD;179228;Denmark;532;AAR_BT_0121 2659 2660;180159;1621
Hasle Ringvej;Hasle Ringvej;2659;2658;43;Aarhus;Aarhus;56.18146;10.19279201;56.1787106;50;8200;Denmark;0;COWI;8200;0;;215;MAJOR_ROAD;179256;Denmark;598;AAR_BT_0122 2659 2658;180161;1622
Hasle Ringvej;Hasle Ringvej;2658;2659;34;Aarhus;Aarhus;56.17862327;10.18461072;56.18135326;63;8200;Denmark;0;COWI;8200;138;;216;MAJOR_ROAD;179282;Denmark;597;AAR_BT_0123 2658 2659;180163;1623
Søndre Ringgade;Søndre Ringgade;3196;3197;37;Aarhus;Aarhus;56.14980757;10.18349976;56.14563851;49;8000;Denmark;0;COWI;8000;63;;245;MAJOR_ROAD;181142;Denmark;507;AAR_BT_0152 3196 3197;182238;1652
Nordjyske Motorvej;Søftenvej;4323;4364;125;Hinnerup;Aarhus;56.2348976;10.12501314;56.21497892;90;8200;Denmark;0;COWI;8382;0;;186;MAJOR_ROAD;172329;Denmark;3132;AAR_BT_0027 4323 4364;172457;1593
Århusvej;Østjyske Motorvej;4322;4321;53;Hinnerup;Hinnerup;56.22579478;10.11658967;56.21740644;81;8382;Denmark;0;COWI;8382;0;;187;MAJOR_ROAD;171572;Denmark;1193;AAR_BT_0028 4326 4322 4321;171762;1594
15;Østjyske Motorvej;4326;4321;122;Aarhus;Hinnerup;56.21399075;10.14507331;56.21740644;107;8382;Denmark;0;COWI;8200;0;;188;MAJOR_ROAD;171969;Denmark;3640;AAR_BT_0029 4326 NOT4322 4321;172116;1595
Søftenvej;15;4349;4326;119;Aarhus;Aarhus;56.20864631;10.16115725;56.21399075;59;8200;Denmark;0;COWI;8200;0;;189;STREET;172602;Denmark;1945;AAR_BT_0030 4349 4326 4321;172904;1596
Søftenvej;Århusvej;4364;4322;145;Aarhus;Hinnerup;56.21508593;10.13978019;56.22579478;51;8382;Denmark;0;COWI;8200;0;;190;ROAD;173011;Denmark;2061;AAR_BT_0031 4349 4364 4322 4321;173427;1597
Søftenvej;Søftenvej;4364;4349;60;Aarhus;Aarhus;56.21497892;10.1396957;56.20852027;90;8200;Denmark;0;COWI;8200;0;;191;ROAD;173118;Denmark;1507;AAR_BT_0032 4323 4364 4349;173587;1598
Nordjyske Motorvej;15;4323;4326;100;Hinnerup;Aarhus;56.2348976;10.12501314;56.21385651;117;8200;Denmark;0;COWI;8382;0;;192;STREET;173225;Denmark;3253;AAR_BT_0033 4323 4326 4349;173718;1599
Grenåvej;Grenåvej;4581;4582;60;Risskov;Risskov;56.19371107;10.21887825;56.18655112;48;8240;Denmark;0;COWI;8240;125;;193;MAJOR_ROAD;178548;Denmark;798;AAR_BT_0100 4581 4582;178662;1600
Århusvej;Østjyske Motorvej;4322;4321;39;Hinnerup;Hinnerup;56.22579478;10.11658967;56.21740644;110;8382;Denmark;0;COWI;8382;5;;161;MAJOR_ROAD;158355;Denmark;1195;AAR_BT_0002 4322 4321;159174;1568
Århusvej;Søftenvej;4320;4364;148;Hinnerup;Aarhus;56.23172069;10.10498608;56.21497892;70;8200;Denmark;72;COWI;8382;0;;162;MAJOR_ROAD;158386;Denmark;2895;AAR_BT_0003 4320 4364;159382;1569
Søftenvej;Århusvej;4364;4320;148;Aarhus;Hinnerup;56.21508593;10.13978019;56.2318176;70;8382;Denmark;0;COWI;8200;72;;163;MAJOR_ROAD;158415;Denmark;2880;AAR_BT_0004 4364 4320;159534;1570
Østjyske Motorvej;Nordjyske Motorvej;4321;4323;75;Tilst;Hinnerup;56.21731711;10.107112;56.23490211;113;8382;Denmark;0;COWI;8381;0;;164;MAJOR_ROAD;158446;Denmark;2345;AAR_BT_0005 4321 4323;159619;1571
Nordjyske Motorvej;Østjyske Motorvej;4323;4321;75;Hinnerup;Hinnerup;56.2348976;10.12501314;56.21740644;112;8382;Denmark;0;COWI;8382;0;;165;MAJOR_ROAD;158475;Denmark;2335;AAR_BT_0006 4323 4321;159703;1572
Søftenvej;Århusvej;4364;4322;106;Aarhus;Hinnerup;56.21508593;10.13978019;56.22579478;70;8382;Denmark;0;COWI;8200;0;;166;MAJOR_ROAD;158505;Denmark;2065;AAR_BT_0007 4364 4322;159780;1573
Skovvejen;Kystvejen;3186;3187;66;Aarhus;Aarhus;56.16631645;10.21812014;56.16159727;30;8000;Denmark;67;COWI;8000;59;;201;MAJOR_ROAD;178875;Denmark;558;AAR_BT_0108 3186 3187;180133;1608
Kystvejen;Skovvejen;3187;3186;59;Aarhus;Aarhus;56.16159727;10.2153897;56.1663172;34;8000;Denmark;59;COWI;8000;67;;202;MAJOR_ROAD;178901;Denmark;559;AAR_BT_0109 3187 3186;180135;1609
Nordjyske Motorvej;15;4323;4326;108;Hinnerup;Aarhus;56.2348976;10.12501314;56.21385651;109;8200;Denmark;0;COWI;8382;0;;167;MAJOR_ROAD;158536;Denmark;3255;AAR_BT_0008 4323 4326;159874;1574
15;Nordjyske Motorvej;4326;4323;101;Aarhus;Hinnerup;56.21399075;10.14507331;56.23490211;108;8382;Denmark;0;COWI;8200;0;;168;MAJOR_ROAD;158565;Denmark;3030;AAR_BT_0009 4326 4323;159952;1575
Østjyske Motorvej;15;4321;4326;93;Tilst;Aarhus;56.21731711;10.107112;56.21385651;110;8200;Denmark;0;COWI;8381;0;;169;MAJOR_ROAD;158595;Denmark;2850;AAR_BT_0010 4321 4326;160088;1576
15;Østjyske Motorvej;4326;4321;122;Aarhus;Hinnerup;56.21399075;10.14507331;56.21740644;108;8382;Denmark;0;COWI;8200;0;;170;MAJOR_ROAD;158624;Denmark;3655;AAR_BT_0011 4326 4321;160378;1577
15;Djurslandmotorvejen;4326;4327;219;Aarhus;Lystrup;56.21385651;10.14490701;56.22521121;110;8520;Denmark;0;COWI;8200;0;;171;MAJOR_ROAD;158655;Denmark;6715;AAR_BT_0012 4326 4327;160456;1578
Djurslandmotorvejen;15;4327;4326;219;Lystrup;Aarhus;56.22537225;10.24615447;56.21399075;110;8200;Denmark;0;COWI;8520;0;;172;MAJOR_ROAD;158684;Denmark;6695;AAR_BT_0013 4327 4326;160779;1579
15;Søftenvej;4326;4349;41;Aarhus;Aarhus;56.21385651;10.14490701;56.20852027;103;8200;Denmark;0;COWI;8200;0;;173;MAJOR_ROAD;158715;Denmark;1175;AAR_BT_0014 4326 4349;160818;1580
Viby Ringvej;Viby Ringvej;2652;2653;59;Aarhus;Aarhus;56.14051552;10.15433815;56.14824209;56;8230;Denmark;104;COWI;8230;104;;228;MAJOR_ROAD;180681;Denmark;920;AAR_BT_0135 2652 2653;182204;1635
Silkeborgvej;Silkeborgvej;3202;3976;55;Aarhus;Aarhus;56.15256095;10.12313905;56.1532811;50;8220;Denmark;607;COWI;8220;607;;262;MAJOR_ROAD;182901;Denmark;768;AAR_BT_0169 3202 3976;183593;1669
Silkeborgvej;Silkeborgvej;3202;3201;39;Aarhus;Aarhus;56.15256095;10.12313905;56.15275729;47;8220;Denmark;607;COWI;8220;562;;263;MAJOR_ROAD;182929;Denmark;512;AAR_BT_0170 3202 3201;183595;1670
Silkeborgvej;Silkeborgvej;3201;3202;38;Aarhus;Aarhus;56.15275729;10.13133184;56.15256095;48;8220;Denmark;562;COWI;8220;607;;264;MAJOR_ROAD;182955;Denmark;511;AAR_BT_0171 3201 3202;183597;1671
Silkeborgvej;Silkeborgvej;3201;3200;33;Aarhus;Aarhus;56.15275729;10.13133184;56.15313589;52;8220;Denmark;562;COWI;8220;521;;265;MAJOR_ROAD;182983;Denmark;481;AAR_BT_0172 3201 3200;183599;1672
Strandvejen;Strandvejen;4375;3190;82;Aarhus;Aarhus;56.13673886;10.20776318;56.14471913;40;8000;Denmark;21;COWI;8000;36;;514;MAJOR_ROAD;201291;Denmark;906;AAR_BT_0434 4375 3190;229493;1921
Strandvejen;Strandvejen;4375;4376;47;Aarhus;Aarhus;56.13673886;10.20776318;56.13236397;42;8000;Denmark;21;COWI;8000;122;;515;MAJOR_ROAD;201319;Denmark;547;AAR_BT_0435 4375 4376;229495;1922
Marselis Boulevard;Marselis Boulevard;3990;3979;78;Aarhus;Aarhus;56.13947789;10.18666483;56.14183597;35;8000;Denmark;135;COWI;8000;135;;578;MAJOR_ROAD;206210;Denmark;753;AAR_BT_0498 3990 3979;229621;1985
Oddervej;Rosenvangs Alle;4377;4368;51;Højbjerg;Højbjerg;56.11782897;10.20711302;56.1169222;33;8270;Denmark;51;COWI;8270;233;;579;MAJOR_ROAD;206237;Denmark;466;AAR_BT_0499 4377 4368;229623;1986
Rosenvangs Alle;Oddervej;4368;4377;54;Højbjerg;Højbjerg;56.1169222;10.20216432;56.11782897;31;8270;Denmark;233;COWI;8270;51;;580;MAJOR_ROAD;206263;Denmark;466;AAR_BT_0500 4368 4377;229625;1987
Rosenvangs Alle;Jyllands Alle;4556;4553;149;Aarhus;Aarhus;56.13417989;10.17948788;56.12437833;30;8260;Denmark;30;COWI;8260;158;;551;MAJOR_ROAD;203822;Denmark;1258;AAR_BT_0471 4556 4553;229567;1958
Jyllands Alle;Rosenvangs Alle;4548;4556;130;Højbjerg;Aarhus;56.12994;10.18732968;56.13417989;35;8260;Denmark;105;COWI;8270;30;;554;MAJOR_ROAD;203901;Denmark;1277;AAR_BT_0474 4548 4556;229573;1961
Jyllands Alle;Vestavej;4553;4568;70;Aarhus;Højbjerg;56.12437833;10.18005602;56.12391431;33;8270;Denmark;158;COWI;8260;2;;555;MAJOR_ROAD;203928;Denmark;641;AAR_BT_0475 4553 4568;229575;1962
Vestavej;Jyllands Alle;4568;4553;102;Højbjerg;Aarhus;56.12391431;10.18591478;56.12437833;27;8260;Denmark;2;COWI;8270;158;;556;MAJOR_ROAD;203954;Denmark;777;AAR_BT_0476 4568 4553;229577;1963
Vestavej;Viborgvej;4568;4548;90;Højbjerg;Tilst;56.12391431;10.18591478;56.12994;29;8381;Denmark;2;COWI;8270;143;;557;MAJOR_ROAD;203981;Denmark;732;AAR_BT_0477 4568 4548;229579;1964
Rosenvangs Alle;Oddervej;4368;4379;60;Højbjerg;Højbjerg;56.1169222;10.20216432;56.114487;33;8270;Denmark;233;COWI;8270;70-74;;581;MAJOR_ROAD;206290;Denmark;542;AAR_BT_0501 4368 4379;229627;1988
Oddervej;Rosenvangs Alle;4379;4368;61;Højbjerg;Højbjerg;56.114487;10.20785423;56.1169222;32;8270;Denmark;70-74;COWI;8270;233;;582;MAJOR_ROAD;206316;Denmark;542;AAR_BT_0502 4379 4368;229629;1989
Edwin Rahrs Vej;Holmstrupgårdvej;4325;4337;152;Aarhus;Aarhus;56.16459887;10.10998427;56.16945461;34;8220;Denmark;73-75;COWI;8220;28;;583;MAJOR_ROAD;206343;Denmark;1416;AAR_BT_0503 4325 4337;229631;1990
Holmstrupgårdvej;Edwin Rahrs Vej;4337;4325;118;Aarhus;Aarhus;56.16945461;10.11966876;56.16459887;43;8220;Denmark;28;COWI;8220;73-75;;584;MAJOR_ROAD;206369;Denmark;1405;AAR_BT_0504 4337 4325;229633;1991
Djurslandmotorvejen;Mejlbyvej;4327;4352;155;Lystrup;Ega;56.22521121;10.24629931;56.22020076;65;8250;Denmark;58;COWI;8520;58;;598;MAJOR_ROAD;209933;Denmark;2782;AAR_BT_0518 4327 4352;229661;2005
Mejlbyvej;Djurslandmotorvejen;4355;4327;116;Hjortshøj;Lystrup;56.24203279;10.26136529;56.22537225;78;8520;Denmark;285;COWI;8530;285;;599;MAJOR_ROAD;209960;Denmark;2504;AAR_BT_0519 4355 4327;229663;2006
Djurslandmotorvejen;Mejlbyvej;4327;4355;153;Lystrup;Hjortshøj;56.22521121;10.24629931;56.24205366;62;8530;Denmark;0;COWI;8520;285;;600;MAJOR_ROAD;209986;Denmark;2623;AAR_BT_0520 4327 4355;229665;2007
Vejlby Centervej;Søftenvej;4564;4350;240;Risskov;Aarhus;56.19687844;10.21625178;56.20417258;44;8200;Denmark;7;COWI;8240;7;;601;MAJOR_ROAD;210013;Denmark;2936;AAR_BT_0521 4564 4350;229667;2008
Randersvej;Vejlby Centervej;4362;4564;267;Aarhus;Risskov;56.19922308;10.18244475;56.19677547;33;8240;Denmark;7;COWI;8200;7;;602;MAJOR_ROAD;210040;Denmark;2433;AAR_BT_0524 4362 4564;229669;2009
Viengevej;Grenåvej;4354;4565;88;Risskov;Risskov;56.20913963;10.24664253;56.2026462;45;8240;Denmark;0;COWI;8240;337;;607;MAJOR_ROAD;210173;Denmark;1106;AAR_BT_0529 4354 4565;229679;2014
